일반차량 전일 월정기요금,주간 월정기요금,야간 월정기요금,주차요금 지불방식,총주차대수,주차상한제,자율요일제,수정일자,특기사항,야간개방사업여부,지원주차장설치여부,주차장사진매수,도면매수,일반인 개방여부,GIS링크,과거 GIS링크,JM_ISCHK,기타사항,메모,JM_SJ_CONT,JM_KJ_CONT,JM_N_STTIME,JM_N_EDTIME,JM_OPN_STTIME,JM_OPN_EDTIME,JM_OPH_STTIME,JM_OPH_EDTIME,JM_OPE_STTIME,JM_OPE_EDTIME,JM_IN_CHARGE,대시민표출주차면수,공유주차장 코드,위도,경도
-,-,-,-,1,N,0,2020-09-07 0:00,|행당동 344,0,0,0,0,0,1.12001E+18,1.12001E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.555229,127.033519
80000,-,-,3,1,N,0,2020-09-07 0:00,|용답동 238-7,0,0,0,0,0,xit20161120002917,xit20161120002917,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.558107,127.068224
80000,-,-,3,1,N,0,2020-09-07 0:00,|용답동 238-7,0,0,0,0,0,xit20161120002917,xit20161120002917,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.558107,127.068224
80000,-,-,3,1,N,0,2020-09-07 0:00,|용답동 238-7,0,0,0,0,0,xit20161120002917,xit20161120002917,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.558107,127.068224
0,-,-,3,1,N,0,2019-12-31 0:00,|마장동 825,0,0,0,0,0,xit20161120002404,1.12001E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.567079,127.038088
0,-,-,3,1,N,0,2019-12-31 0:00,|마장동 825,0,0,0,0,0,xit20161120002404,1.12001E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.567079,127.038088
0,-,-,3,1,N,0,2019-12-31 0:00,|마장동 825,0,0,0,0,0,xit20161120002404,1.12001E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.567079,127.038088
0,-,-,3,1,N,0,2019-12-31 0:00,|마장동 825,0,0,0,0,0,xit20161120002404,1.12001E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.567079,127.038088
0,-,-,3,1,N,0,2019-12-31 0:00,|마장동 825,0,0,0,0,0,xit20161120002404,1.12001E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.567079,127.038088
0,-,-,3,1,N,0,2019-12-31 0:00,|마장동 825,0,0,0,0,0,xit20161120002404,1.12001E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.567079,127.038088
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13200-051-1-1549668|동빙고동 1산 6번지 2호,0,0,0,0,0,xit20161117002750,xit20161117002750,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.526125,126.996072
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13600-051-1-1546058|보광동 1산 168번지 4호,0,0,0,0,0,xit20161117003309,xit20161117003309,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.523212,127.000811
0,-,-,3,1,N,0,2020-09-07 0:00,11170-12900-038-1-1549149|이촌동 1산 422번지 0호,0,0,0,0,0,xit20161117000356,xit20161117000356,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.525767,126.954566
0,-,-,3,1,N,0,2020-09-07 0:00,11170-12900-038-1-1550616|이촌동 1산 211번지 2호,0,0,0,0,0,xit20161117002529,xit20161117002529,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.529938,126.953399
0,-,-,3,1,N,0,2020-09-07 0:00,11170-12900-038-1-1550155|이촌동 1산 199번지 1호,0,0,0,0,0,xit20161117001477,xit20161117001477,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.524808,126.957133
0,-,-,3,1,N,0,2019-12-31 0:00,11170-12900-038-1-1549832|이촌동 1산 395번지 0호,0,0,0,0,0,xit20161117001413,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.524551,126.956077
0,-,-,3,1,N,0,2020-09-07 0:00,11170-12900-038-1-1547388|이촌동 1산 212번지 1호,0,0,0,0,0,1.11701E+18,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.530448,126.954007
0,-,-,3,1,N,0,2019-12-31 0:00,11170-12900-038-1-1550155|이촌동 1산 199번지 1호,0,0,0,0,0,xit20161117001105,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.524398,126.956707
0,-,-,3,1,N,0,2020-09-07 0:00,11170-12900-038-1-1549832|이촌동 1산 395번지 0호,0,0,0,0,0,xit20161117002758,xit20161117002758,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.524626,126.955719
0,-,-,3,1,N,0,2019-12-31 0:00,11170-12900-038-1-1549832|이촌동 1산 395번지 0호,0,0,0,0,0,xit20161117001173,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.525466,126.954912
0,-,-,3,1,N,0,2019-12-31 0:00,11170-12900-038-1-1547565|이촌동 1산 309번지 0호,0,0,0,0,0,xit20161117001173,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.525466,126.954912
0,-,-,3,1,N,0,2019-12-31 0:00,11170-12900-038-1-1549832|이촌동 1산 395번지 0호,0,0,0,0,0,xit20161117001173,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.525466,126.954912
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13000-039-1-1550375|이태원동 1산 191번지 10호,0,0,0,0,0,1.11701E+18,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.534992,126.988525
0,-,-,3,1,N,0,2019-12-31 0:00,11170-13200-051-1-1546643|동빙고동 1산 9번지 1호,0,0,0,0,0,1.11701E+18,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.525754,126.996134
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13600-051-1-1546058|보광동 1산 168번지 4호,0,0,0,0,0,xit20161117003309,xit20161117003309,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.523212,127.000811
0,-,-,3,1,N,0,2019-12-31 0:00,11170-13600-051-1-1549363|보광동 1산 216번지 5호,0,0,0,0,0,xit20161117001396,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.526132,126.99889
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13000-052-1-1548553|이태원동 1산 15번지 13호,0,0,0,0,0,xit20161117001533,xit20161117001533,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.533108,126.996148
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13600-052-1-1582471|보광동 1산 3번지 312호,0,0,0,0,0,xit20161117001338,xit20161117001338,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.528694,127.00185
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13600-052-1-1582288|보광동 1산 27번지 20호,0,0,0,0,0,xit20161117003799,xit20161117003799,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.527977,127.003366
0,-,-,3,1,N,0,2019-12-31 0:00,11170-13600-052-1-1582405|보광동 1산 265번지 883호,0,0,0,0,0,1.11701E+18,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.531021,127.001155
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13400-051-1-1547356|주성동 1산 53번지 1호,0,0,0,0,0,xit20161117001184,xit20161117001184,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.521811,126.998145
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13200-051-1-1549124|동빙고동 1산 138번지 0호,0,0,0,0,0,1.11701E+18,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.520474,126.994981
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13400-051-1-1549053|주성동 1산 45번지 7호,0,0,0,0,0,1.11701E+18,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.523091,126.99792
0,-,-,3,1,N,0,2020-09-07 0:00,11170-12900-038-1-1549832|이촌동 1산 395번지 0호,0,0,0,0,0,xit20161117000013,xit20161117000013,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.524196,126.956385
0,-,-,3,1,N,0,2019-12-31 0:00,11170-12900-038-1-1549832|이촌동 1산 395번지 0호,0,0,0,0,0,xit20161117001173,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.525466,126.954912
0,-,-,3,1,N,0,2020-09-07 0:00,11170-12900-038-1-1550155|이촌동 1산 199번지 1호,0,0,0,0,0,xit20161117001477,xit20161117001477,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.524808,126.957133
0,-,-,3,1,N,0,2020-09-07 0:00,11170-12900-038-1-1549149|이촌동 1산 422번지 0호,0,0,0,0,0,xit20161117002758,xit20161117002758,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.524626,126.955719
0,-,-,3,1,N,0,2019-12-31 0:00,11170-12900-038-1-1549832|이촌동 1산 395번지 0호,0,0,0,0,0,xit20161117001173,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.525466,126.954912
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13600-051-1-1546058|보광동 1산 168번지 4호,0,0,0,0,0,xit20161117003309,xit20161117003309,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.523212,127.000811
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13200-051-1-1548289|동빙고동 1산 167번지 1호,0,0,0,0,0,xit20161117001091,xit20161117001091,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.521059,126.996292
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13600-051-1-1546058|보광동 1산 168번지 4호,0,0,0,0,0,xit20161117003309,xit20161117003309,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.523212,127.000811
0,-,-,3,1,N,0,2019-12-31 0:00,11170-13600-052-1-1550517|보광동 1산 23번지 1호,0,0,0,0,0,xit20161117000119,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.527091,127.002494
0,-,-,3,1,N,0,2019-12-31 0:00,11170-13600-052-1-1550969|보광동 1산 258번지 4호,0,0,0,0,0,xit20161117002851,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.528424,126.998855
0,-,-,3,1,N,0,2019-12-31 0:00,11170-13600-052-1-1582404|보광동 1산 265번지 1075호,0,0,0,0,0,1.11701E+18,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.530824,127.001346
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13400-051-1-1546003|주성동 1산 42번지 19호,0,0,0,0,0,xit20161117002897,xit20161117002897,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.522018,126.998558
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13200-051-1-1546671|동빙고동 1산 22번지 1호,0,0,0,0,0,1.11701E+18,1.11701E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.525513,126.996075
0,-,-,3,1,N,0,2020-09-07 0:00,11170-13600-051-1-1549815|보광동 1산 217번지 21호,0,0,0,0,0,xit20161117003401,xit20161117003401,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52586,126.99893
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11000-001-1-1487912|압구정동 1산 392번지 0호,0,0,0,0,0,xit20161168000220,xit20161168000220,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52934893,127.023209
0,-,-,3,1,N,1,2020-03-03 13:03,-,0,0,0,0,0,1.16801E+18,1.16801E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52354896,127.028323
0,-,-,3,1,N,1,2020-03-03 13:03,-,0,0,0,0,0,1.16801E+18,1.16801E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52354896,127.028323
-,-,-,-,2,N,1,2019-12-31 0:00,11380-10800-92-3-00167|역촌동 1산 43번지 64호,0,0,1,1,1,1.13801E+18,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,37.60049307,126.9181762
0,-,-,3,1,N,1,2020-03-03 13:03,-,0,0,0,0,0,1.16801E+18,1.16801E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52354896,127.028323
80000,-,-,3,1,N,1,2020-09-07 0:00,11680-11000-002-1-1495972|압구정동 1산 453번지 0호,0,0,0,0,0,xit20161168009021,xit20161168009021,0,-,무인관리시스템\n주차할인 요청시 호출버튼 사용 정산소와 연결 요청\n2시간이후 할증(매5분당400원)\n13시까지 사전 결제시 1만6천원(일주차)\n요일제 할인은 1급지 제외 서울 경기 인천 차량에 한함\n다자녀가정 할인: 서울시 다둥이 행복카드 소지 차량만 적용\n      ,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52972412,127.0278565
80000,-,-,3,1,N,1,2020-09-07 0:00,11680-11000-002-1-1495972|압구정동 1산 453번지 0호,0,0,0,0,0,xit20161168009148,xit20161168009148,0,-,무인관리시스템\n주차할인 요청시 호출버튼 사용 정산소와 연결 요청\n2시간이후 할증(매5분당400원)\n13시까지 사전 결제시 1만6천원(일주차)\n요일제 할인은 1급지 제외 서울 경기 인천 차량에 한함\n다자녀가정 할인: 서울시 다둥이 행복카드 소지 차량만 적용\n      ,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52990445,127.0277261
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10500-021-1-1490937|삼성동 1산 111번지 49호,0,0,0,0,0,xit20161168004684,xit20161168004684,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.5191663,127.056745
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10500-021-1-1490937|삼성동 1산 111번지 49호,0,0,0,0,0,xit20161168004684,xit20161168004684,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.5191663,127.056745
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10500-021-1-1490937|삼성동 1산 111번지 49호,0,0,0,0,0,xit20161168004684,xit20161168004684,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.5191663,127.056745
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10500-021-1-1490937|삼성동 1산 111번지 49호,0,0,0,0,0,xit20161168004684,xit20161168004684,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.5191663,127.056745
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10500-021-1-1490937|삼성동 1산 111번지 49호,0,0,0,0,0,xit20161168004684,xit20161168004684,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.5191663,127.056745
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493506|역삼동 1산 802번지 23호,0,0,0,0,0,xit20161168007367,xit20161168007367,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50664841,127.0414095
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493506|역삼동 1산 802번지 23호,0,0,0,0,0,xit20161168007367,xit20161168007367,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50664841,127.0414095
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493506|역삼동 1산 802번지 23호,0,0,0,0,0,xit20161168007367,xit20161168007367,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50664841,127.0414095
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493541|역삼동 1산 802번지 34호,0,0,0,0,0,xit20161168007514,xit20161168007514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50439147,127.0430022
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493541|역삼동 1산 802번지 34호,0,0,0,0,0,xit20161168007514,xit20161168007514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50439147,127.0430022
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493541|역삼동 1산 802번지 34호,0,0,0,0,0,xit20161168007514,xit20161168007514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50439147,127.0430022
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493541|역삼동 1산 802번지 34호,0,0,0,0,0,xit20161168007514,xit20161168007514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50439147,127.0430022
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493541|역삼동 1산 802번지 34호,0,0,0,0,0,xit20161168007514,xit20161168007514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50439147,127.0430022
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493556|역삼동 1산 802번지 43호,0,0,0,0,0,xit20161168007571,xit20161168007571,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50388332,127.0439733
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493556|역삼동 1산 802번지 43호,0,0,0,0,0,xit20161168007571,xit20161168007571,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50388332,127.0439733
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-027-1-1493556|역삼동 1산 802번지 43호,0,0,0,0,0,xit20161168007571,xit20161168007571,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50388332,127.0439733
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-024-1-1491609|역삼동 1산 800번지 20호,0,0,0,0,0,xit20161168004639,xit20161168004639,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50485702,127.0285153
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10100-024-1-1491609|역삼동 1산 800번지 20호,0,0,0,0,0,xit20161168004639,xit20161168004639,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.50485702,127.0285153
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10400-013-1-1489751|청담동 1산 77번지 32호,0,0,0,0,0,xit20161168002092,xit20161168002092,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52221081,127.0452259
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10400-013-1-1567226|청담동 1산 77번지 27호,0,0,0,0,0,xit20161168002901,xit20161168002901,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52193533,127.041082
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10800-009-1-1488426|논현동 1산 279번지 53호,0,0,0,0,0,xit20161168001661,xit20161168001661,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.51691805,127.0251261
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10800-009-1-1488618|논현동 1산 279번지 54호,0,0,0,0,0,xit20161168001689,xit20161168001689,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.51641979,127.0268224
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10800-009-1-1488618|논현동 1산 279번지 54호,0,0,0,0,0,xit20161168001689,xit20161168001689,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.51641979,127.0268224
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10800-009-1-1488830|논현동 1산 279번지 76호,0,0,0,0,0,xit20161168001637,xit20161168001637,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.51580346,127.0267746
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10300-054-1-1491918|개포동 1산 1271번지 17호,0,0,0,0,0,xit20161168005329,xit20161168005329,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.47819602,127.0518147
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10300-054-1-1491918|개포동 1산 1271번지 17호,0,0,0,0,0,xit20161168005329,xit20161168005329,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.47819602,127.0518147
-,-,-,-,6,N,1,2019-12-31 0:00,11380-10800-93-3-00019|역촌동 1산 1번지 37호,0,0,1,1,0,1.13801E+18,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,37.61016329,126.9180359
-,-,-,-,2,N,1,2019-12-31 0:00,11380-10800-91-3-00168|역촌동 1산 33번지 28호,0,0,2,1,0,1.13801E+18,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,37.60349024,126.9170677
-,-,-,-,7,N,1,2019-12-31 0:00,11380-10300-52-3-00166|불광동 1산 346번지 94호,0,0,1,1,1,1.13801E+18,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,7,1,37.6199495,126.9275589
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10300-054-1-1491918|개포동 1산 1271번지 17호,0,0,0,0,0,xit20161168005329,xit20161168005329,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.47819602,127.0518147
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1492008|일원동 1산 707번지 0호,0,0,0,0,0,xit20161168004397,xit20161168004397,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49359711,127.0814304
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1492008|일원동 1산 707번지 0호,0,0,0,0,0,xit20161168004397,xit20161168004397,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49359711,127.0814304
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1492008|일원동 1산 707번지 0호,0,0,0,0,0,xit20161168004397,xit20161168004397,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49359711,127.0814304
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1492008|일원동 1산 707번지 0호,0,0,0,0,0,xit20161168004397,xit20161168004397,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49359711,127.0814304
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1492008|일원동 1산 707번지 0호,0,0,0,0,0,xit20161168004397,xit20161168004397,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49359711,127.0814304
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1492008|일원동 1산 707번지 0호,0,0,0,0,0,xit20161168004397,xit20161168004397,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49359711,127.0814304
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491571|일원동 1산 700번지 7호,0,0,0,0,0,xit20161168004514,xit20161168004514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49489725,127.0833579
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491323|일원동 1산 700번지 8호,0,0,0,0,0,xit20161168004441,xit20161168004441,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.4954631,127.0851076
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491323|일원동 1산 700번지 8호,0,0,0,0,0,xit20161168004441,xit20161168004441,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.4954631,127.0851076
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491323|일원동 1산 700번지 8호,0,0,0,0,0,xit20161168004441,xit20161168004441,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.4954631,127.0851076
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10800-009-1-1488426|논현동 1산 279번지 53호,0,0,0,0,0,xit20161168001661,xit20161168001661,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.51691805,127.0251261
0,-,-,3,1,N,0,2020-09-07 0:00,11680-10800-009-1-1488618|논현동 1산 279번지 54호,0,0,0,0,0,xit20161168001689,xit20161168001689,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.51641979,127.0268224
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1492008|일원동 1산 707번지 0호,0,0,0,0,0,xit20161168004397,xit20161168004397,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.49359711,127.0814304
0,-,-,3,1,N,0,2020-09-07 0:00,11680-11400-059-1-1491323|일원동 1산 700번지 8호,0,0,0,0,0,xit20161168004441,xit20161168004441,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.4954631,127.0851076
-,-,-,-,1,N,0,2019-12-31 0:00,11740-10800-60-1-4545|성내동 575번지,0,0,0,0,0,1.17401E+18,1.17401E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.52880173,127.1275728
-,-,-,-,1,N,0,2019-12-31 0:00,11740-10700-16-1-5516|암사동 543번지,0,0,0,0,0,xit20161174002532,1.17401E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.55176433,127.133305
-,-,-,-,8,N,1,2019-12-31 0:00,11620-10200-52-3-214|신림동254번지128호,0,0,1,1,-,1.16201E+18,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,8,1,37.46461944,126.9348301
-,-,-,-,6,N,1,2019-12-31 0:00,11620-10300-60-3-308|남현동1079번지29호,0,0,1,1,-,1.16201E+18,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,37.47348367,126.9749887
-,-,-,-,4,N,1,2019-12-31 0:00,11350-10300-43-3-353|공릉동633번지7호,0,0,1,1,-,1.13501E+18,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,37.61987797,127.0774639
-,-,-,-,1,N,0,2019-12-31 0:00,11740-10700-16-1-5516|암사동 543번지,0,0,0,0,0,xit20161174002293,1.17401E+18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,37.55182751,127.1332145
